estado,data,cases,daily cases,deaths,daily deaths
CE,2020-12-17,321567,1182,9883,26
CE,2020-12-18,322494,927,9903,20
CE,2020-12-19,322861,367,9909,6
CE,2020-12-20,323941,1080,9916,7
CE,2020-12-21,324196,255,9916,0
CE,2020-12-22,325250,1054,9933,17
CE,2020-12-23,326058,808,9942,9
CE,2020-12-24,327140,1082,9952,10
CE,2020-12-25,327140,0,9952,0
CE,2020-12-26,327832,692,9952,0
CE,2020-12-27,327865,33,9952,0
CE,2020-12-28,328620,755,9954,2
CE,2020-12-29,330687,2067,9963,9
CE,2020-12-30,332462,1775,9984,21
CE,2020-12-31,335091,2629,9990,6
CE,2021-01-01,335992,901,9993,3
CE,2021-01-02,336574,582,10015,22
CE,2021-01-03,336763,189,10024,9
CE,2021-01-04,336975,212,10025,1
CE,2021-01-05,337956,981,10042,17
CE,2021-01-06,340089,2133,10056,14
CE,2021-01-07,341276,1187,10096,40
CE,2021-01-08,342941,1665,10122,26
CE,2021-01-09,343887,946,10137,15
CE,2021-01-10,344813,926,10155,18
CE,2021-01-11,345124,311,10160,5
CE,2021-01-12,345235,111,10162,2
CE,2021-01-13,348414,3179,10189,27
CE,2021-01-14,349575,1161,10209,20
CE,2021-01-15,351351,1776,10209,0
CE,2021-01-16,352340,989,10223,14
CE,2021-01-17,353388,1048,10223,0
CE,2021-01-18,353979,591,10223,0
CE,2021-01-19,356117,2138,10240,17
CE,2021-01-20,356985,868,10243,3
CE,2021-01-21,358404,1419,10261,18
CE,2021-01-22,360149,1745,10311,50
CE,2021-01-23,360973,824,10320,9
CE,2021-01-24,362351,1378,10331,11
CE,2021-01-25,363967,1616,10332,1
CE,2021-01-26,365640,1673,10363,31
CE,2021-01-27,367265,1625,10402,39
CE,2021-01-28,368281,1016,10432,30
CE,2021-01-29,369245,964,10449,17
CE,2021-01-30,370300,1055,10465,16
CE,2021-01-31,373417,3117,10476,11
CE,2021-02-01,374856,1439,10477,1
CE,2021-02-02,375024,168,10486,9
CE,2021-02-03,378191,3167,10556,70
CE,2021-02-04,378198,7,10556,0
CE,2021-02-05,380710,2512,10585,29
CE,2021-02-06,381621,911,10611,26
CE,2021-02-07,382597,976,10612,1
CE,2021-02-08,384531,1934,10612,0
CE,2021-02-09,386108,1577,10640,28
CE,2021-02-10,386108,0,10640,0
CE,2021-02-11,389457,3349,10705,65
CE,2021-02-12,390857,1400,10741,36
CE,2021-02-13,390857,0,10741,0
CE,2021-02-14,393650,2793,10822,81
CE,2021-02-15,396495,2845,10836,14
CE,2021-02-16,397442,947,10850,14
CE,2021-02-17,408555,11113,10868,18
CE,2021-02-18,408555,0,10868,0
CE,2021-02-19,406023,-2532,10896,28
DF,2020-02-25,0,0,0,0
DF,2020-02-26,0,0,0,0
DF,2020-02-27,0,0,0,0
DF,2020-02-28,0,0,0,0
DF,2020-02-29,0,0,0,0
DF,2020-03-01,0,0,0,0
DF,2020-03-02,0,0,0,0
DF,2020-03-03,0,0,0,0
DF,2020-03-04,0,0,0,0
DF,2020-03-05,0,0,0,0
DF,2020-03-06,0,0,0,0
DF,2020-03-07,0,0,0,0
DF,2020-03-08,0,0,0,0
DF,2020-03-09,0,0,0,0
DF,2020-03-10,0,0,0,0
DF,2020-03-11,1,0,0,0
DF,2020-03-12,1,0,0,0
DF,2020-03-13,1,0,0,0
DF,2020-03-14,3,2,0,0
DF,2020-03-15,4,1,0,0
DF,2020-03-16,6,2,0,0
DF,2020-03-17,11,4,0,0
DF,2020-03-18,13,2,0,0
DF,2020-03-19,21,8,0,0
DF,2020-03-20,43,22,0,0
DF,2020-03-21,50,6,0,0
DF,2020-03-22,58,8,0,0
DF,2020-03-23,66,8,0,0
DF,2020-03-24,80,13,0,0
DF,2020-03-25,80,0,0,0
DF,2020-03-26,100,20,0,0
DF,2020-03-27,115,15,0,0
DF,2020-03-28,260,145,0,0
DF,2020-03-29,289,29,1,1
DF,2020-03-30,312,23,1,0
DF,2020-03-31,332,20,3,2
DF,2020-04-01,355,23,3,0
DF,2020-04-02,370,15,4,1
DF,2020-04-03,402,32,5,1
DF,2020-04-04,454,52,7,2
DF,2020-04-05,468,14,7,0
DF,2020-04-06,473,5,10,3
DF,2020-04-07,492,19,12,2
DF,2020-04-08,509,17,12,0
DF,2020-04-09,527,18,13,1
DF,2020-04-10,555,28,14,1
DF,2020-04-11,579,24,14,0
DF,2020-04-12,614,35,14,0
DF,2020-04-13,638,24,15,1
DF,2020-04-14,651,13,17,2
DF,2020-04-15,682,31,17,0
DF,2020-04-16,716,34,20,3
DF,2020-04-17,746,30,20,0
DF,2020-04-18,762,16,24,4
DF,2020-04-19,827,65,24,0
DF,2020-04-20,872,45,24,0
DF,2020-04-21,881,9,24,0
DF,2020-04-22,946,65,25,1
DF,2020-04-23,963,17,25,0
DF,2020-04-24,989,26,26,1
DF,2020-04-25,1013,24,26,0
DF,2020-04-26,1066,53,27,1
DF,2020-04-27,1146,80,27,0
DF,2020-04-28,1213,67,28,1
DF,2020-04-29,1275,62,28,0
DF,2020-04-30,1356,81,30,2
DF,2020-05-01,1466,110,30,0
DF,2020-05-02,1566,100,31,1
DF,2020-05-03,1649,83,33,2
DF,2020-05-04,1768,119,33,0
DF,2020-05-05,1818,50,33,0
DF,2020-05-06,1906,88,34,1
DF,2020-05-07,2258,352,35,1
DF,2020-05-08,2442,184,37,2
DF,2020-05-09,2576,134,39,2
DF,2020-05-10,2682,106,42,3
DF,2020-05-11,2783,101,44,2
DF,2020-05-12,2979,196,46,2
DF,2020-05-13,3192,213,48,2
DF,2020-05-14,3416,224,51,3
DF,2020-05-15,3787,371,55,4
DF,2020-05-16,4140,353,56,1
DF,2020-05-17,4368,228,59,3
DF,2020-05-18,4619,251,66,7
DF,2020-05-19,4853,234,72,6
DF,2020-05-20,5161,308,77,5
DF,2020-05-21,5542,381,84,7
DF,2020-05-22,5948,406,90,6
DF,2020-05-23,6251,303,95,5
DF,2020-05-24,6638,387,104,9
DF,2020-05-25,6930,292,114,10
DF,2020-05-26,7210,280,124,10
DF,2020-05-27,7761,551,133,9
DF,2020-05-28,8300,539,142,9
DF,2020-05-29,8722,422,154,12
DF,2020-05-30,9474,752,162,8
DF,2020-05-31,9780,306,170,8
DF,2020-06-01,10510,730,171,1
DF,2020-06-02,11256,746,177,6
DF,2020-06-03,12020,764,191,14
DF,2020-06-04,12923,903,196,5
DF,2020-06-05,14208,1285,202,6
DF,2020-06-06,15850,1642,208,6
DF,2020-06-07,16623,773,214,6
DF,2020-06-08,16629,6,214,0
DF,2020-06-09,18090,1461,236,22
DF,2020-06-10,19433,1343,256,20
DF,2020-06-11,20507,1074,274,18
DF,2020-06-12,21396,889,282,8
DF,2020-06-13,21959,563,293,11
DF,2020-06-14,22871,912,304,11
DF,2020-06-15,23684,813,319,15
DF,2020-06-16,25380,1696,348,29
DF,2020-06-17,27140,1760,365,17
DF,2020-06-18,28521,1381,379,14
DF,2020-06-19,30902,2381,396,17
DF,2020-06-20,32238,1336,404,8
DF,2020-06-21,33227,989,423,19
DF,2020-06-22,34148,921,449,26
DF,2020-06-23,35368,1220,475,26
DF,2020-06-24,37254,1886,495,20
DF,2020-06-25,38871,1617,509,14
DF,2020-06-26,41326,2455,532,23
DF,2020-06-27,42766,1440,537,5
DF,2020-06-28,44905,2139,548,11
DF,2020-06-29,47071,2166,559,11
DF,2020-06-30,49218,2147,587,28
DF,2020-07-01,50676,1458,620,33
DF,2020-07-02,52281,1605,631,11
DF,2020-07-03,53996,1715,643,12
DF,2020-07-04,55760,1764,671,28
DF,2020-07-05,57854,2094,699,28
DF,2020-07-06,60383,2529,726,27
DF,2020-07-07,62694,2311,767,41
DF,2020-07-08,64314,1620,801,34
DF,2020-07-09,65677,1363,823,22
DF,2020-07-10,67297,1620,856,33
DF,2020-07-11,68406,1109,871,15
DF,2020-07-12,70712,2306,902,31
DF,2020-07-13,72284,1572,930,28
DF,2020-07-14,73654,1370,960,30
DF,2020-07-15,75379,1725,1001,41
DF,2020-07-16,77621,2242,1037,36
DF,2020-07-17,79400,1779,1060,23
DF,2020-07-18,81163,1763,1075,15
DF,2020-07-19,82412,1249,1085,10
DF,2020-07-20,84287,1875,1112,27
DF,2020-07-21,86076,1789,1158,46
DF,2020-07-22,87801,1725,1176,18
DF,2020-07-23,90023,2222,1218,42
DF,2020-07-24,92414,2391,1244,26
DF,2020-07-25,94187,1773,1275,31
DF,2020-07-26,96332,2145,1308,33
DF,2020-07-27,98480,2148,1339,31
DF,2020-07-28,100726,2246,1391,52
DF,2020-07-29,102342,1616,1419,28
DF,2020-07-30,104442,2100,1444,25
DF,2020-07-31,106292,1850,1469,25
DF,2020-08-01,107922,1630,1490,21
DF,2020-08-02,110028,2106,1523,33
DF,2020-08-03,112044,2016,1546,23
DF,2020-08-04,113924,1880,1572,26
DF,2020-08-05,115966,2042,1572,0
DF,2020-08-06,118000,2034,1651,79
DF,2020-08-07,119903,1903,1682,31
DF,2020-08-08,121824,1921,1712,30
DF,2020-08-09,123057,1233,1731,19
DF,2020-08-10,126069,3012,1762,31
DF,2020-08-11,127484,1415,1815,53
DF,2020-08-12,129184,1700,1870,55
DF,2020-08-13,131170,1986,1905,35
DF,2020-08-14,133166,1996,1935,30
DF,2020-08-15,135014,1848,1958,23
DF,2020-08-16,136467,1453,1976,18
DF,2020-08-17,138735,2268,2042,66
DF,2020-08-18,140170,1435,2097,55
DF,2020-08-19,141762,1592,2148,51
DF,2020-08-20,143759,1997,2200,52
DF,2020-08-21,145452,1693,2242,42
DF,2020-08-22,147127,1675,2257,15
DF,2020-08-23,148998,1871,2274,17
DF,2020-08-24,150519,1521,2316,42
DF,2020-08-25,153690,3171,2344,28
DF,2020-08-26,155253,1563,2399,55
DF,2020-08-27,156863,1610,2425,26
DF,2020-08-28,158180,1317,2440,15
DF,2020-08-29,159526,1346,2450,10
DF,2020-08-30,160796,1270,2469,19
DF,2020-08-31,162042,1246,2521,52
DF,2020-09-01,163498,1456,2573,52
DF,2020-09-02,164649,1151,2609,36
DF,2020-09-03,165903,1254,2641,32
DF,2020-09-04,167200,1297,2681,40
DF,2020-09-05,168605,1405,2700,19
DF,2020-09-06,169617,1012,2710,10
DF,2020-09-07,170806,1189,2720,10
DF,2020-09-08,171739,933,2763,43
DF,2020-09-09,172708,969,2813,50
DF,2020-09-10,173631,923,2843,30
DF,2020-09-11,174549,918,2867,24
DF,2020-09-12,175646,1097,2883,16
DF,2020-09-13,176837,1191,2899,16
DF,2020-09-14,177921,1084,2930,31
DF,2020-09-15,178747,826,2970,40
DF,2020-09-16,179823,1076,3000,30
DF,2020-09-17,180844,1021,3022,22
DF,2020-09-18,181919,1075,3037,15
DF,2020-09-19,183096,1177,3048,11
DF,2020-09-20,183749,653,3062,14
DF,2020-09-21,184555,806,3097,35
DF,2020-09-22,185349,794,3131,34
DF,2020-09-23,186052,703,3148,17
DF,2020-09-24,186945,893,3164,16
DF,2020-09-25,187895,950,3175,11
DF,2020-09-26,188608,713,3183,8
DF,2020-09-27,189513,905,3188,5
DF,2020-09-28,190505,992,3203,15
DF,2020-09-29,191317,812,3224,21
DF,2020-09-30,192245,928,3255,31
DF,2020-10-01,193127,882,3276,21
DF,2020-10-02,194042,915,3291,15
DF,2020-10-03,194783,741,3309,18
DF,2020-10-04,195413,630,3325,16
DF,2020-10-05,195967,554,3346,21
DF,2020-10-06,196787,820,3364,18
DF,2020-10-07,197369,582,3378,14
DF,2020-10-08,198192,823,3391,13
DF,2020-10-09,198807,615,3398,7
DF,2020-10-10,199569,762,3412,14
DF,2020-10-11,200035,466,3424,12
DF,2020-10-12,200412,377,3439,15
DF,2020-10-13,201230,818,3466,27
DF,2020-10-14,202058,828,3488,22
DF,2020-10-15,202786,728,3499,11
DF,2020-10-16,203576,790,3526,27
DF,2020-10-17,204304,728,3539,13
DF,2020-10-18,204957,653,3545,6
DF,2020-10-19,205709,752,3561,16
DF,2020-10-20,206265,556,3575,14
DF,2020-10-21,207080,815,3587,12
DF,2020-10-22,207670,590,3600,13
DF,2020-10-23,208235,565,3613,13
DF,2020-10-24,208761,526,3623,10
DF,2020-10-25,209369,608,3633,10
DF,2020-10-26,210145,776,3641,8
DF,2020-10-27,210774,629,3653,12
DF,2020-10-28,211442,668,3661,8
DF,2020-10-29,212140,698,3670,9
DF,2020-10-30,212762,622,3676,6
DF,2020-10-31,213245,483,3683,7
DF,2020-11-01,213456,211,3688,5
DF,2020-11-02,213636,180,3695,7
DF,2020-11-03,214202,566,3707,12
DF,2020-11-04,214655,453,3719,12
DF,2020-11-05,214955,300,3728,9
DF,2020-11-06,215426,471,3733,5
DF,2020-11-07,215850,424,3740,7
DF,2020-11-08,216389,539,3752,12
DF,2020-11-09,216861,472,3759,7
DF,2020-11-10,217370,509,3775,16
DF,2020-11-11,217793,423,3788,13
DF,2020-11-12,218479,686,3797,9
DF,2020-11-13,219012,533,3808,11
DF,2020-11-14,219712,700,3813,5
DF,2020-11-15,219992,280,3817,4
DF,2020-11-16,220403,411,3825,8
DF,2020-11-17,221031,628,3837,12
DF,2020-11-18,221526,495,3845,8
DF,2020-11-19,222282,756,3852,7
DF,2020-11-20,222836,554,3857,5
DF,2020-11-21,223378,542,3862,5
DF,2020-11-22,223658,280,3867,5
DF,2020-11-23,224517,859,3882,15
DF,2020-11-24,225013,496,3898,16
DF,2020-11-25,225873,860,3906,8
DF,2020-11-26,226697,824,3910,4
DF,2020-11-27,227581,884,3915,5
DF,2020-11-28,228075,494,3920,5
DF,2020-11-29,228702,627,3925,5
DF,2020-11-30,229146,444,3930,5
DF,2020-12-01,230122,976,3939,9
DF,2020-12-02,230905,783,3955,16
DF,2020-12-03,231426,521,3962,7
DF,2020-12-04,232781,1355,3968,6
DF,2020-12-05,233376,595,3978,10
DF,2020-12-06,233731,355,3985,7
DF,2020-12-07,234376,645,4001,16
DF,2020-12-08,235480,1104,4011,10
DF,2020-12-09,236322,842,4032,21
DF,2020-12-10,237114,792,4043,11
DF,2020-12-11,237945,831,4051,8
DF,2020-12-12,238634,689,4059,8
DF,2020-12-13,239096,462,4066,7
DF,2020-12-14,240132,1036,4086,20
DF,2020-12-15,240869,737,4095,9
DF,2020-12-16,241400,531,4107,12
DF,2020-12-17,242299,899,4123,16
DF,2020-12-18,243212,913,4132,9
DF,2020-12-19,243834,622,4138,6
DF,2020-12-20,244243,409,4145,7
DF,2020-12-21,245243,1000,4156,11
DF,2020-12-22,245872,629,4169,13
DF,2020-12-23,246397,525,4181,12
DF,2020-12-24,246949,552,4188,7
DF,2020-12-25,247278,329,4192,4
DF,2020-12-26,247928,650,4198,6
DF,2020-12-27,248543,615,4201,3
DF,2020-12-28,249736,1193,4223,22
DF,2020-12-29,250457,721,4241,18
DF,2020-12-30,251135,678,4248,7
DF,2020-12-31,251701,566,4259,11
DF,2021-01-01,252077,376,4263,4
DF,2021-01-02,252874,797,4268,5
DF,2021-01-03,253355,481,4269,1
DF,2021-01-04,254310,955,4289,20
DF,2021-01-05,254913,603,4305,16
DF,2021-01-06,255875,962,4328,23
DF,2021-01-07,256682,807,4337,9
DF,2021-01-08,257355,673,4345,8
DF,2021-01-09,258153,798,4351,6
DF,2021-01-10,258811,658,4356,5
DF,2021-01-11,259797,986,4368,12
DF,2021-01-12,260797,1000,4375,7
DF,2021-01-13,261456,659,4388,13
DF,2021-01-14,262222,766,4399,11
DF,2021-01-15,262928,706,4406,7
DF,2021-01-16,263756,828,4412,6
DF,2021-01-17,264227,471,4421,9
DF,2021-01-18,265274,1047,4427,6
DF,2021-01-19,265886,612,4436,9
DF,2021-01-20,266506,620,4442,6
DF,2021-01-21,267340,834,4452,10
DF,2021-01-22,268394,1054,4460,8
DF,2021-01-23,269350,956,4468,8
DF,2021-01-24,270171,821,4476,8
DF,2021-01-25,271319,1148,4490,14
DF,2021-01-26,272375,1056,4505,15
DF,2021-01-27,273427,1052,4508,3
DF,2021-01-28,274601,1174,4519,11
DF,2021-01-29,275688,1087,4533,14
DF,2021-01-30,276572,884,4545,12
DF,2021-01-31,277110,538,4554,9
DF,2021-02-01,277907,797,4564,10
DF,2021-02-02,278316,409,4573,9
DF,2021-02-03,278972,656,4582,9
DF,2021-02-04,279402,430,4591,9
DF,2021-02-05,280026,624,4600,9
DF,2021-02-06,280599,573,4608,8
DF,2021-02-07,281002,403,4618,10
DF,2021-02-08,281546,544,4631,13
DF,2021-02-09,282071,525,4641,10
DF,2021-02-10,282649,578,4649,8
DF,2021-02-11,283194,545,4660,11
DF,2021-02-12,283706,512,4671,11
DF,2021-02-13,284301,595,4680,9
DF,2021-02-14,284838,537,4688,8
DF,2021-02-15,285576,738,4697,9
DF,2021-02-16,286137,561,4708,11
DF,2021-02-17,286720,583,4718,10
DF,2021-02-18,287365,645,4728,10
DF,2021-02-19,288229,864,4738,10
ES,2020-02-25,0,0,0,0
ES,2020-02-26,0,0,0,0
ES,2020-02-27,0,0,0,0
ES,2020-02-28,0,0,0,0
ES,2020-02-29,0,0,0,0
ES,2020-03-01,0,0,0,0
ES,2020-03-02,0,0,0,0
ES,2020-03-03,0,0,0,0
ES,2020-03-04,0,0,0,0
ES,2020-03-05,0,0,0,0
ES,2020-03-06,0,0,0,0
ES,2020-03-07,0,0,0,0
ES,2020-03-08,0,0,0,0
ES,2020-03-09,0,0,0,0
ES,2020-03-10,0,0,0,0
ES,2020-03-11,0,0,0,0
ES,2020-03-12,0,0,0,0
ES,2020-03-13,0,0,0,0
ES,2020-03-14,0,0,0,0
ES,2020-03-15,0,0,0,0
ES,2020-03-16,0,0,0,0
ES,2020-03-17,0,0,0,0
ES,2020-03-18,4,4,0,0
ES,2020-03-19,5,1,0,0
ES,2020-03-20,6,1,0,0
ES,2020-03-21,13,6,0,0
ES,2020-03-22,13,0,0,0
ES,2020-03-23,14,1,0,0
ES,2020-03-24,16,2,0,0
ES,2020-03-25,19,3,0,0
ES,2020-03-26,19,0,0,0
ES,2020-03-27,23,4,0,0
ES,2020-03-28,53,29,0,0
ES,2020-03-29,60,7,0,0
ES,2020-03-30,72,12,0,0
ES,2020-03-31,84,12,0,0
ES,2020-04-01,96,12,0,0
ES,2020-04-02,120,24,1,1
ES,2020-04-03,139,19,4,3
ES,2020-04-04,153,14,5,1
ES,2020-04-05,166,13,6,1
ES,2020-04-06,194,28,6,0
ES,2020-04-07,209,15,6,0
ES,2020-04-08,227,18,6,0
ES,2020-04-09,273,46,6,0
ES,2020-04-10,300,27,7,1
ES,2020-04-11,349,49,9,2
ES,2020-04-12,383,34,9,0
ES,2020-04-13,430,47,14,5
ES,2020-04-14,463,33,17,3
ES,2020-04-15,557,94,18,1
ES,2020-04-16,757,200,23,5
ES,2020-04-17,892,135,26,2
ES,2020-04-18,1004,112,28,2
ES,2020-04-19,1112,107,31,2
ES,2020-04-20,1166,54,33,2
ES,2020-04-21,1230,64,34,1
ES,2020-04-22,1332,101,35,1
ES,2020-04-23,1363,31,42,6
ES,2020-04-24,1438,75,44,2
ES,2020-04-25,1603,164,49,4
ES,2020-04-26,1714,111,53,4
ES,2020-04-27,1818,104,59,5
ES,2020-04-28,1969,151,70,11
ES,2020-04-29,2164,194,79,9
ES,2020-04-30,2519,355,87,8
ES,2020-05-01,2726,207,98,10
ES,2020-05-02,2966,240,102,4
ES,2020-05-03,3086,119,114,11
ES,2020-05-04,3226,140,122,8
ES,2020-05-05,3402,176,133,11
ES,2020-05-06,3568,166,145,12
ES,2020-05-07,3838,270,155,10
ES,2020-05-08,4242,404,165,10
ES,2020-05-09,4412,170,172,7
ES,2020-05-10,4599,187,181,9
ES,2020-05-11,4819,220,196,15
ES,2020-05-12,5087,268,212,16
ES,2020-05-13,5401,314,233,21
ES,2020-05-14,5813,412,249,16
ES,2020-05-15,6198,385,260,11
ES,2020-05-16,6595,397,271,11
ES,2020-05-17,6744,149,285,14
ES,2020-05-18,7157,413,302,17
ES,2020-05-19,7693,536,325,23
ES,2020-05-20,8092,399,341,16
ES,2020-05-21,8878,786,363,22
ES,2020-05-22,9520,642,397,34
ES,2020-05-23,9918,398,417,20
ES,2020-05-24,10007,89,446,29
ES,2020-05-25,10365,358,465,19
ES,2020-05-26,10889,524,487,22
ES,2020-05-27,11484,595,511,24
ES,2020-05-28,12203,719,538,27
ES,2020-05-29,12903,700,560,22
ES,2020-05-30,13437,534,583,23
ES,2020-05-31,13690,253,604,21
ES,2020-06-01,14069,379,614,10
ES,2020-06-02,15151,1082,664,50
ES,2020-06-03,16121,970,698,34
ES,2020-06-04,16894,773,737,39
ES,2020-06-05,18109,1215,780,43
ES,2020-06-06,18950,841,806,26
ES,2020-06-07,19619,669,832,26
ES,2020-06-08,20659,1040,871,39
ES,2020-06-09,21964,1305,904,33
ES,2020-06-10,23344,1380,936,32
ES,2020-06-11,24229,885,962,26
ES,2020-06-12,25257,1028,986,24
ES,2020-06-13,25932,675,1022,36
ES,2020-06-14,26441,509,1054,32
ES,2020-06-15,27581,1140,1086,32
ES,2020-06-16,28952,1371,1131,45
ES,2020-06-17,30441,1489,1169,38
ES,2020-06-18,31671,1230,1217,48
ES,2020-06-19,33142,1471,1265,48
ES,2020-06-20,34216,1074,1297,32
ES,2020-06-21,34858,642,1326,29
ES,2020-06-22,35784,926,1362,36
ES,2020-06-23,36827,1043,1425,63
ES,2020-06-24,38481,1654,1463,38
ES,2020-06-25,40246,1765,1490,27
ES,2020-06-26,41652,1406,1507,17
ES,2020-06-27,41652,0,1507,0
ES,2020-06-28,43683,2031,1568,61
ES,2020-06-29,45097,1414,1621,53
ES,2020-06-30,46893,1796,1648,27
ES,2020-07-01,48821,1928,1693,45
ES,2020-07-02,50240,1419,1728,35
ES,2020-07-03,51689,1449,1758,30
ES,2020-07-04,52823,1134,1781,23
ES,2020-07-05,53393,570,1804,23
ES,2020-07-06,54547,1154,1838,34
ES,2020-07-07,56698,2151,1880,42
ES,2020-07-08,58537,1839,1911,31
ES,2020-07-09,60009,1472,1930,19
ES,2020-07-10,61356,1347,1967,37
ES,2020-07-11,62236,880,1984,17
ES,2020-07-12,62799,563,2003,19
ES,2020-07-13,63879,1080,2040,37
ES,2020-07-14,65213,1334,2082,42
ES,2020-07-15,66352,1139,2097,15
ES,2020-07-16,68118,1766,2136,39
ES,2020-07-17,69461,1343,2174,38
ES,2020-07-18,70131,670,2202,28
ES,2020-07-19,70609,478,2222,20
ES,2020-07-20,71703,1094,2256,34
ES,2020-07-21,72601,898,2280,24
ES,2020-07-22,73688,1087,2305,25
ES,2020-07-23,74608,920,2341,36
ES,2020-07-24,75854,1246,2373,32
ES,2020-07-25,76598,744,2386,13
ES,2020-07-26,77200,602,2411,25
ES,2020-07-27,78037,837,2436,25
ES,2020-07-28,79464,1427,2463,27
ES,2020-07-29,80569,1105,2486,23
ES,2020-07-30,81885,1316,2514,28
ES,2020-07-31,83292,1407,2545,31
ES,2020-08-01,83814,522,2566,21
ES,2020-08-02,84238,424,2578,12
ES,2020-08-03,85215,977,2601,23
ES,2020-08-04,86209,994,2628,27
ES,2020-08-05,87242,1033,2646,18
ES,2020-08-06,88543,1301,2667,21
ES,2020-08-07,89923,1380,2698,31
ES,2020-08-08,91146,1223,2720,22
ES,2020-08-09,91791,645,2735,15
ES,2020-08-10,93069,1278,2764,29
ES,2020-08-11,94476,1407,2783,19
ES,2020-08-12,95753,1277,2805,22
ES,2020-08-13,96949,1196,2823,18
ES,2020-08-14,98106,1157,2849,26
ES,2020-08-15,98765,659,2864,15
ES,2020-08-16,99580,815,2875,11
ES,2020-08-17,100859,1279,2908,33
ES,2020-08-18,101874,1015,2938,30
ES,2020-08-19,103090,1216,2963,25
ES,2020-08-20,104037,947,2980,17
ES,2020-08-21,104911,874,3000,20
ES,2020-08-22,105613,702,3016,16
ES,2020-08-23,105892,279,3026,10
ES,2020-08-24,106493,601,3045,19
ES,2020-08-25,107191,698,3068,23
ES,2020-08-26,107909,718,3086,18
ES,2020-08-27,108662,753,3105,19
ES,2020-08-28,109493,831,3117,12
ES,2020-08-29,110025,532,3129,12
ES,2020-08-30,110351,326,3135,6
ES,2020-08-31,111261,910,3158,23
ES,2020-09-01,111979,718,3181,23
ES,2020-09-02,112825,846,3204,23
ES,2020-09-03,113759,934,3221,17
ES,2020-09-04,114700,941,3235,14
ES,2020-09-05,115172,472,3242,7
ES,2020-09-06,115505,333,3256,14
ES,2020-09-07,115793,288,3268,12
ES,2020-09-08,116578,785,3286,18
ES,2020-09-09,117270,692,3298,12
ES,2020-09-10,118138,868,3314,16
ES,2020-09-11,118813,675,3332,18
ES,2020-09-12,119354,541,3338,6
ES,2020-09-13,119548,194,3346,8
ES,2020-09-14,120251,703,3359,13
ES,2020-09-15,120916,665,3372,13
ES,2020-09-16,121708,792,3388,16
ES,2020-09-17,122471,763,3399,11
ES,2020-09-18,123272,801,3404,5
ES,2020-09-19,123720,448,3408,4
ES,2020-09-20,124291,571,3422,14
ES,2020-09-21,125098,807,3432,10
ES,2020-09-22,125867,769,3443,11
ES,2020-09-23,126606,739,3452,9
ES,2020-09-24,127328,722,3458,6
ES,2020-09-25,128265,937,3485,27
ES,2020-09-26,128710,445,3490,5
ES,2020-09-27,129192,482,3504,14
ES,2020-09-28,129796,604,3524,20
ES,2020-09-29,130636,840,3538,14
ES,2020-09-30,131490,854,3545,7
ES,2020-10-01,132350,860,3551,6
ES,2020-10-02,133025,675,3565,14
ES,2020-10-03,133744,719,3572,7
ES,2020-10-04,134296,552,3580,8
ES,2020-10-05,134946,650,3594,14
ES,2020-10-06,135850,904,3604,10
ES,2020-10-07,136590,740,3617,13
ES,2020-10-08,137330,740,3628,11
ES,2020-10-09,138099,769,3640,12
ES,2020-10-10,138442,343,3646,6
ES,2020-10-11,138933,491,3650,4
ES,2020-10-12,139755,822,3659,9
ES,2020-10-13,140629,874,3680,21
ES,2020-10-14,141462,833,3688,8
ES,2020-10-15,141979,517,3692,4
ES,2020-10-16,143093,1114,3704,12
ES,2020-10-17,143918,825,3709,5
ES,2020-10-18,144415,497,3713,4
ES,2020-10-19,145414,999,3728,15
ES,2020-10-20,146233,819,3740,12
ES,2020-10-21,147317,1084,3754,14
ES,2020-10-22,147898,581,3759,5
ES,2020-10-23,149149,1251,3773,14
ES,2020-10-24,149654,505,3780,7
ES,2020-10-25,150300,646,3786,6
ES,2020-10-26,151185,885,3799,13
ES,2020-10-27,152143,958,3816,17
ES,2020-10-28,153004,861,3826,10
ES,2020-10-29,154003,999,3841,15
ES,2020-10-30,154679,676,3847,6
ES,2020-10-31,155709,1030,3855,8
ES,2020-11-01,155993,284,3862,7
ES,2020-11-02,156681,688,3864,2
ES,2020-11-03,157648,967,3874,10
ES,2020-11-04,158768,1120,3884,10
ES,2020-11-05,159813,1045,3896,12
ES,2020-11-06,160890,1077,3910,14
ES,2020-11-07,161208,318,3919,9
ES,2020-11-08,162417,1209,3926,7
ES,2020-11-09,163002,585,3938,12
ES,2020-11-10,164518,1516,3951,13
ES,2020-11-11,165578,1060,3968,17
ES,2020-11-12,166853,1275,3980,12
ES,2020-11-13,168162,1309,3992,12
ES,2020-11-14,168751,589,3998,6
ES,2020-11-15,169928,1177,4009,11
ES,2020-11-16,171067,1139,4026,17
ES,2020-11-17,172924,1857,4037,11
ES,2020-11-18,174144,1220,4058,21
ES,2020-11-19,175172,1028,4080,22
ES,2020-11-20,176903,1731,4101,21
ES,2020-11-21,177486,583,4114,13
ES,2020-11-22,178109,623,4128,14
ES,2020-11-23,179397,1288,4148,20
ES,2020-11-24,181098,1701,4171,23
ES,2020-11-25,182743,1645,4185,14
ES,2020-11-26,184633,1890,4206,21
ES,2020-11-27,186418,1785,4222,16
ES,2020-11-28,186574,156,4224,2
ES,2020-11-29,188929,2355,4252,28
ES,2020-11-30,189871,942,4272,20
